book_id,title,author,publication_year,isbn,language,series_name,series_number,genres,categories,audience,avg_rating,ratings_count,reviews_count,shelves,summary_original,summary_enriched,reviews_selected,full_text_combined,themes,motifs,tone,writing_style,character_types,narrative_structure,embedding_summary,embedding_enriched,embedding_final
18384378,Six Months Later,,2013,,eng,,,,,,4.00,2,2,,"When Emily returns home after a horrible morning, the last person she expects to find on her doorstep is her ex-boyfriend John. After his desertion six months earlier, Emily was finally over him. When John makes clear his intention to win back her heart, Emily finds it hard to believe him. Can he convince her that this time he is there to stay?",,,,,,,,,,,,
25618210,Oh My Goddess! Volume 48,,2015,1616558555,eng,,,,,,4.11,42,4,,"After 21 years, the final volume of North America's longest-running manga series is here! Having won through every test and tribulation that both Heaven and Hell could throw at them, only one challenge now remains for Keiichi and Belldandy--to get back to Earth for their wedding! Even with the help of their friends and family, can they cross the dimensions in time? Spoiler alert: it's a happy ending!",,,,,,,,,,,,
6784990,A Journey To The Centre Of The Earth,,2009,1906814155,eng,,,,,,3.67,8,3,,"Verne's science fiction of the scientists who travel deep into the earth's volcanic tunnels and what they find there! Classics Illustrated tells this wonderful tale in colorful comic strip form, providing an excellent introduction for younger readers. Also includes theme discussions and study questions.",,,,,,,,,,,,
25618214,A Dream Not Imagined,,,,eng,,,,,,4.21,38,17,,"A Maid, a Prince, and a Duke. A Gardener, a Stepmother, and a secret...
Ellie Abbington, a beautiful yet unassuming young woman, quietly longs for her life to change. Too privileged to associate with the servants--too underprivileged to associate with her own family; she dreams a dream of a prince and a happily ever after.
But it could be that her own stepsisters, conniving Dezmarie and easily-influenced Adelaide, are dreaming the same dream...of the same prince.
In the end, are dreams even all they're made out to be? Especially with deep and long-hidden secrets about to be unearthed?
A Dream Not Imagined is a non-magical fairytale novella based loosely on the classic tale of Cinderella.",,,,,,,,,,,,
32724360,The Passage of Desire,,,,eng,,,,,,4.13,15,14,,"Can one summer change everything?
'I don't think I've ever known what it means, to really let myself love somebody.'
Such is Alexandra's shocking confession to her friend Juliet when they meet up after a long separation. Both are now in their thirties, wives and mothers. Alexandra, suffering from depression, arrives to spend a holiday in the warm family atmosphere of Juliet's home on the Yorkshire moors, along with her 7-year-old daughter, Caroline. As best friends at school, the two women used to share everything: secrets, passions, aspirations. Will it still be the same?
With her idyllic marriage to childhood sweetheart, Alan, Juliet has only one cloud casting a shadow over her perfect life-17-year-old daughter, Cath. The rebel. Her other child, 19-year-old Oliver, is a total sweetheart, nothing to worry about there. But as the holiday gets under way, things start to change. Before long the characters find themselves caught up in a series of events that will have a devastating effect on both families, testing the ties that bind them.
Told from the perspectives of the four main actors in the drama, Alexandra, Juliet, Oliver and Caroline, we witness their struggles as the imperatives of loyalty, friendship and responsibility are confronted with the irresistible impulses of the human heart.",,,,,,,,,,,,
6488250,"The Grim Grotto (A Series of Unfortunate Events, #11)",,2004,1419317814,eng,,,,,,3.99,12,4,,"I would like to tell you that the Baudelaire orphans are finally having pleasant adventures. But that would be lying. In fact, on their quest to beat evil Count Olaf to the sugar bowl, they must travel along Stricken Stream on a broken toboggan, becoming quite damp. Despite their impressive skills--Violet in inventing, Klaus in researching, and Sunny in biting and cooking--they cannot develop a plan to escape the rushing waters.
Finally, they are discovered by the submarine Queequeg,carrying a very excitable Captain Widdershins, his quirky stepdaughter Fiona, and optimistic Phil. But the sinister Count Olaf remains on their trail. Things only get worse as the orphans encounter such horrors as mushrooms, an uncomfortable diving suit, a desperate search for something lost, and tap dancing.
If you have yet to hear the woeful tale of these hapless siblings, maybe now is not the time to start. But if you insist, Recorded Books also offers The Slippery Slope(C2550) and The Carnivorous Carnival(C1921).
From the CD ISBN 1419317814 / 9781419317811
6.25 hours / 6 CDs",,,,,,,,,,,,
13138333,Space in His Heart,,,,eng,,,,,,4.06,66,8,,"When PR superstar Jessica Marlowe is tasked with making America fall in love with space exploration, she knows exactly what to do: find some smokin' hot astronaut eye-candy and make him NASA's poster boy. When she meets Commander Deke Stockard, the shiver down her spine tells her she's found her man.
Consumed with the safety of the upcoming shuttle launch, Deke has zero interest in being part of a lame media blitz--but orders can't be ignored. He also can't ignore the way Jessica's sexy smile and single-minded determination throw his life into a tailspin....and ignite an undeniable attraction.
But when the next launch becomes a ticking time bomb that could spell the end for NASA, passion and courage won't be enough to reach the stars. Deke and Jessica will have to work together, and hope they both have space in their hearts...for love",,,,,,,,,,,,
22701657,Inits,,2014,,eng,,,,,,4.61,2,1,,"Alex Starkey is a normal teenager with unfortunate initials. Initials which have been his nemesis his entire life. Initials matter when all the kids call each other by them instead using their names.
If that isn't awkward enough, there's Payne, who's made a career out of bullying kids he thinks deserve it. Alex's inits make him a target. Alex can deal with that on his own, until Payne crosses the line and tries to force him into doing things with long-range consequences. That's when Alex stands up and faces him down.",,,,,,,,,,,,
16043609,Boris on the Move (Boris #1),,2013,054548443X,eng,,,,,,3.74,16,3,,"A new early chapter book series where adventure is always just around the corner.
This series is part of Scholastic's early chapter book line, Branches. Aimed at 5-to-7-year-olds, this line of books is for children who are just starting to read independently. With easy-to-read text, high-interest content, fast-paced plots, and illustrations on every page, these books will boost reading confidence and stamina. Branches books help readers grow!
Meet Boris! He lives with his mom and dad in Hogg Bay. Their home is a van that once traveled all over the world. Then one morning, Boris feels a jolt. Could it be? Is the van really moving? Is Boris on an adventure at last?
But when Boris ends up on a trip to a wildlife refuge instead of the jungle safari he'd imagined, he ends up having an adventure he'll never forget. Because for this little warthog, life never quite turns out as he plans.",,,,,,,,,,,,
26116636,"No Good Dragon Goes Unpunished (Heartstrikers, #3)",,2016,,eng,,,,,,4.30,2441,248,,"When Julius overthrew his mother and took control of his clan, he thought he was doing right by everyone. But sharing power isn't part of any proper dragon's vocabulary, and with one seat still open on the new ruling Council, all of Heartstriker is ready to do whatever it takes to get their claws on it, including killing the Nice Dragon who got them into this mess in the first place.
To keep his clan together and his skin intact, Julius is going to have to find a way to make his bloodthirsty siblings play fair. But there's more going on in Heartstriker Mountain than politics. Every family has its secrets, but the skeletons in Bethesda's closet are dragon sized, and with Algonquin's war looming over them all, breaking his clan wide open might just be the only hope Julius has of saving it.",,,,,,,,,,,,
30531415,A Family No More,,2016,0989090426,eng,,,,,,4.75,4,2,,"Twelve-year-old Andrew Preston was highly intelligent and extremely cunning; typical or any other sociopath such as himself. While he loved to see how much he could get away with without being caught, he took his greatest pleasure in harming his autistic little sister, Megan.
The Children's mother, Kate Rose, always went to great lengths to protect her kids, but things changed after Andrew confesses to the crime against his sister. Now she must try to figure out how to protect them both from the different sides of the courtroom. Suddenly plunged into a twisted justice system as the criminal case unfolds, Kate must choose between her daughter's safety and the law.",,,,,,,,,,,,
799066,"Clueless (Clueless, #1)",,1995,0671536311,eng,,,,,,3.88,185,18,,"Live what you believe. Do unto others. Accessorize or die.
Cher Horowitz is total golden at Beverly Hills High. She's a full-on Betty. Her closet is strictly designer. She has allthe answers... so why shouldn't she run everyone's life? She referees her best friend De's relationship. She's generously making over the new girl, Tai, in her own image. In the land of the clueless, Cher was born to lead.
Only two things have her stumped. Uno) Should she go out with a boy who dresses better than she does? (I mean, what would she bring to the relationship?) And b) What about Josh, the college guy she despises who thinks she's an empty-headed, self-centered, spoiled bimbette? Why does he keep popping into her mind? Could it possibly be that in matters of the heart Cher is really... clueless?
As if!",,,,,,,,,,,,
34893429,"Sapphire (Daughters of the Dagger, #2)",,2013,,eng,,,,,,3.69,32,12,,"(Be sure to read the FREE Series Prequel book.)
Sapphire - Book 2
Sapphire is one of four sisters named after the gems in daggers bought by their late mother in regards to a superstition. She has been betrothed to Lord Roe Sexton, a man she's never met. But when she goes to Rye to meet him, she's told he's dead, and she's married off to the evil baron instead. So she sneaks out in disguise not only to get away from her abusive husband, but to find the meaning of true love, stopping at a nearby pub in the process.
Lord Roe Sexton returns from war overseas after being away for over a year. Victorious and celebrating their success, he stops with the soldiers at a pub looking for a drink and a woman for the night. The one he chooses seems to be trying to tell him she's a lady, but he doesn't believe her since she's dressed like a whore.
A mistaken identity turns into a night of passion that neither of them will ever forget. But when Roe returns to his castle the next day to find his lover there and also married, things get very complicated. And when he exposes a ring of smugglers, Sapphire's life is endangered and one wrong move could bring about disastrous results for both of them.
Can a woman who was thrown into an abusive marriage with a man she despises find love and passion with the man she was truly meant to marry, or will greed and deceit keep them apart? Emotions as well as intrigue are taken to the limit in the second book of the Daughters of the Dagger Series - Sapphire.",,,,,,,,,,,,
31291884,Night Watch,,,,eng,,,,,,3.72,553,92,,"Three years ago investigative reporter Parker Davidson barely survived a brutal attack by his psychopathic ex-boyfriend. It's given him a dim view of romance.
When Parker's ex escapes from a maximum security prison, LAPD Lieutenant Henry Stagge is tasked with making sure that Parker doesn't end up a victim a second--and final--time.
Most cops believe Parker got what he deserved, but over the course of a few very tense hours, Henry begins to wonder if there's more to Parker than he thought.
Second chances happen in the strangest places--and at the strangest times.",,,,,,,,,,,,
25664491,The Only Living Boy #1: Prisoner of the Patchwork Planet,,2016,1629914428,eng,,,,,,3.82,118,33,,"Nominated for three Harvey Awards, THE ONLY LIVING BOY tells the story of 12-year old Erik Farrell, who runs away from home only to find himself without his memory, stranded on a patchwork planet with danger lurking around every corner. Every day is a struggle to survive. Erik quickly allies himself with Morgan, a mermaid warrior and Thea, a teenage princess from a mysterious insect race. He'll need their help to escape the Dreaded Lord Baalikar and the evil Doctor Once and maybe, one day, find his way back home.
The brainchild of Harvey award-winning creators Gallaher and Ellis, the series has received both critical and fan acclaim since its launch. Mark Waid (DAREDEVIL, KINGDOM COME) said ""Paul Pope and Jack Kirby never had a chance to work together, but if they had, it would be only slightly less awesome than this."" Mental Floss called it ""an all-ages adventure book inspired by pulp serials, Saturday morning cartoons, Jack Kirby, and even the music of Paul Simon.""
A delightful read for fans of HOW TO TRAIN YOUR DRAGON, AMULET, and BONE.",,,,,,,,,,,,
25664494,Panther,,2016,1770462260,eng,,,,,,4.14,219,54,,"AN ANGOULEME AWARD WINNER RETURNS WITH A PARABLE ABOUT LIFE IN THE ART WORLD
Brecht Evens, the award-winning author of The Wrong Place and The Making Of, returns with an unsettling graphic novel about a little girl and her imaginary feline companion. Iconoclastic in his cartooning and page layouts, subtle in his plotting, and deft in his capturing of the human experience, Evens has crafted a tangled, dark masterwork.
Christine lives in a big house with her father and her cat, Lucy. When Lucy gets sick and dies, Christine is devastated. But alone in her room, something special happens: a panther pops out of her dresser drawer and begins to tell her stories of distant Pantherland, where he is the crown prince.
A shape-shifter who tells Christine anything she wants to hear, Panther begins taking over Christine's life, alienating her from her other toys and friends. As Christine's world spirals out of control, so does the world Panther has created for her. Pantheris a chilling voyage into the shadowy corners of the human psyche and a revelatory work about the traumatic nature of abusive relationships.",,,,,,,,,,,,
20431045,The Palm Wine Drinkard,,2014,0571311539,eng,,,,,,3.86,38,10,,"This classic novel tells the phantasmagorical story of an alcoholic man and his search for his dead palm-wine tapster. As he travels through the land of the dead, he encounters a host of supernatural and often terrifying beings - among them the complete gentleman who returns his body parts to their owners and the insatiable hungry-creature. Mixing Yoruba folktales with what T. S. Eliot described as a 'creepy crawly imagination', The Palm-Wine Drinkard is regarded as a seminal work of African literature.
'Brief, thronged, grisly and bewitching... Nothing is too prodigious or too trivial to put down in this tall, devilish story.' Dylan Thomas, Observer
'Tutuola's art conceals - or rather clothes - his purpose, as all good art must do.' Chinua Achebe",,,,,,,,,,,,
18885306,"Omega (Chess Team Adventure, 5)",,,,eng,,,,,,4.39,219,5,,"Jack Sigler, Callsign: King, field leader for a black ops organization known as Endgame, is accustomed to feeling capable of handling most any situation. It is a confidence forged in the fires of battle against both monsters and madmen. But the introduction of Asya, a sister he never knew existed, and the kidnapping of his parents has him reeling. Using Endgame's resources, King and his ""Chess Team"" (Queen, Rook, Bishop and Knight) scour the planet for his parents, tracking a man known to the world as Alexander Diotrephes, but known to King by another name. The legendary Hercules is alive, well and plotting something beyond imagining--something that will affect two thousand years of history.
While the team is spread thin, an intruder walks past their secret headquarters' defenses, sits himself down in the director's chair and waits. When he's discovered by Endgame's coordinator, Tom Duncan, Callsign: Deep Blue, he's easy to identify--Richard Ridley, the team's oldest and most dangerous enemy, who is supposed to be dead.
But he isn't Ridley. He is a clone in search of his master, the real Ridley, who yet lives and is being held captive by the same man holding King's parents. Believing Ridley is the only one capable of stopping Alexander's plans, a temporary and tenuous alliance is formed, and Alexander's location is soon uncovered. The team, along with three clones, heads for a citadel buried beneath the ruins of ancient Carthage. Already in the area, King and Asya arrive first to find their parents and a staggering family secret that leads to the end of King's life as he knows it. The rest of the team arrives to find Richard Ridley free to act, an army of high-tech mercenaries bearing down on their location and evidence of their leader's demise.
King is dead. Long live King.",,,,,,,,,,,,
12134348,"Night of Fire (St. Ives Family, #2)",,2014,,eng,,,,,,3.77,61,5,,"Fans of Jo Beverley, Eloisa James, and Stephanie Laurens will enjoy this intensely passionate and romantic full-length novel of star-crossed lovers by six-time RITA award winner Barbara Samuel.
HE CAPTURED HER HEART WITH HIS PEN
Lady Cassandra St. Ives had sworn off marriage ever since becoming a happy widow, but lately her affections have been engaged by a mysterious, long distance correspondent. Cassandra has shared her soul with her far-off admirer, and when he invites her to visit his home she accepts the invitation gladly. Expecting a kindly gentleman, Cassandra is stunned to find that Count Basilio Montevarchi is a virile man in his prime who knows her heart's most intimate desires--and is only too willing to fulfill every one...
SHE CAPTIVATED HIM WITH HER LOVE
The moment Basilio sets eyes on the vibrant beauty he recognizes a soul mate he will never be able to claim as his own. A long-standing betrothal--and the honor of his family--dictate that Basilio must deny himself Cassandra's love. Still they cannot deny the force of their passion until the confines of responsibility finally force them apart. Now Basilio must find a way to keep his heart's desire--before he loses her forever.",,,,,,,,,,,,
19087495,"The Painted Lady (Inspector McLevy, #4.5)",,2014,085790602X,eng,,,,,,3.90,40,2,,"A dead judgeOCOs wife is suspected of poisoning him and the Haymarket police think they have a foolproof case. They have undisclosed evidence she has been having an affair with a society artist plus the fact that a quantity of arsenic has been found in the judgeOCOs body. She appeals for help to McLevy though the case is not in his parish; there is an ambivalent quality to her, an elusive attraction that the Inspector canOCOt resist. Nor can LeithOCOs finest avoid the temptation of getting one over his Haymarket colleagues. In a world of corruption, drugs and unfaithfulness who is to be believed? McLevy finds the answer but will justice be done?""",,,,,,,,,,,,
19087496,"Jane's Melody (Jane's Melody, #1)",,2013,,eng,,,,,,3.92,12,4,,"--New York Times, USA Today, and Wall Street JournalBestseller--
What boundaries would you cross for true love?
That's the question a grieving mother must answer when she takes in a young street musician she believes can shed light on her daughter's death--only to find herself falling for him. A sexy but touching love story that will leave you both tantalized and in tears, Jane's Melody follows a forty-year-old woman on a romantic journey of rediscovery after years of struggling alone.
Sometimes our greatest gifts come from our greatest pain. And now Jane must decide if it's too late for her to start over, or if true love really knows no limits.",,,,,,,,,,,,
13516917,"Truths, Half-Truths And Damned Lies!",,2012,,eng,,,,,,4.00,3,1,,"Truths, Half-Truths And Damned Lies! is a collection of stories about fly-fishing and the people who fly-fish written by master storyteller Jerry Stercho. The twenty-six stories run the gamut from the poignant Billy and Angler's Monologue to the hilarious Old Man and the She and Two Deadheads Fishing. Over fifty years of fly fishing experience has enabled Jerry to bring these stories to life. This is a book that will be enjoyed by any fly-fisher, or--for that matter--by anyone who just enjoys a good yarn.",,,,,,,,,,,,
18996078,Jacob the Liar,,2014,,eng,,,,,,3.79,36,5,,"Cut off from all news of the war along with thousands of fellow prisoners, Jacob Heym accidentally overhears a radio broadcast that reveals the Red Army's advancement and is forced to tell a series of lies in order to explain his knowledge.",,,,,,,,,,,,
7991189,"A Ghost a Day: 365 True Tales of the Spectral, Supernatural, and Just Plain Scary!",,2010,1440506086,eng,,,,,,3.68,25,5,,"Can't get enough spooks, spirits, and specters? Now you'll never have to go a day without your ghoulish fix. This ghastly collection features some of the scariest stories of murder, revenge, and suicide ever toldand the spirits that haunt their resting place for all time. As a truly unique convention, each story directly relates to the specific day on which it's found. You'll find shocking stories of:
Sightings of the spectral SS Valencia that was lost at sea on January 22nd, 1906
The ""Thirteen Lost Souls"" trapped in the burning Jolema Building in Brazil on February 1st, 1974 seen roaming the new corridors and offices
The ghostly ""mist of the Green Lady"" in the oldest graveyard in Burlington, Connecticut, which she started haunting on April 12, 1800
Not for the faint of heart, this book delivers tales to terrify you every day of the year!""",,,,,,,,,,,,
17557836,Maid for Hire,,2013,,eng,,,,,,3.93,1593,50,,"What would you do if your new boss if your biggest enemy in school? Popular girl Andrea Robinson has a big secret: she's actually very poor and has to work her butt off to maintain her lifestyle. But when she finds out that she's working for Alec Blaze, the school's most despicable player who dumped her bestfriend 2 years ago, as his maid, her life is completely turned around.
Alec finds absolute pleasure from annoying the hell out of her, and often she finds herself trying not to beat him up into a mush. But what is actually Alec hiding from everyone? Why he is such a different person at his house?
Most importantly, why is it getting harder and harder to hate Alec freaking Blaze?",,,,,,,,,,,,
36200793,Phoenyx Rising (Demigods Duet #1),,2017,,eng,,,,,,4.21,2,1,,"As a danger to the world, I'll be locked away here forever. Afraid to move on, afraid to start my life, I have no idea who I was or where I belong, only that I am a killer.
Desperate for a connection I clung to Asher, a bad boy fire chaser like me, the only person who knew my pain. But in this world everyone has something to hide, and Asher's secrets could break me.
My life unraveled pretty quickly when I put my faith in the wrong person. All I ever wanted was to belong. I never saw rock bottom coming until I was too late.
These are my mistakes, this is how my life began.",,,,,,,,,,,,
36200798,Craving Beauty (A Wylder Tale #1),,2017,,eng,,,,,,3.70,1,1,,"Sometimes there is no knight in shining armor. Sometimes the damsel has to be the hero.
Vynasha has spent the last four years tending her mother's roses and looking after her nephew. The fire that killed their family has left her scarred and put Wyll on the brink of death. Soon the first frost will come down from the mountains and she knows this winter will be his last.
Until a strange beggar appears on the road, telling her of the majikal Source that can heal her Wyll. With nothing left to lose, Vynasha braves the forbidden Wylder Mountains to seek out a cure and her fate.
A lost kingdom is uncovered by an equally lost girl, but the castle is not abandoned as she believes. Shadows cloaking unseen eyes watch. Tapestries whisper from the hidden corners, wondering if the one to break their curse has come. And a hungry beast waits, ready to devour her soul.",,,,,,,,,,,,
34998238,Chasing Shadows (Sekret Machines #1),,2016,,eng,,,,,,4.34,1,1,,"For those who know...
that something is going on...
The witnesses are legion, scattered across the world and dotted through history, people who looked up and saw something impossible lighting up the night sky. What those objects were, where they came from, and who--or what--might be inside them is the subject of fierce debate and equally fierce mockery, so that most who glimpsed them came to wish they hadn't.
Most, but not everyone.
Among those who know what they've seen, and--like the toll of a bell that can't be unrung--are forever changed by it, are a pilot, an heiress, a journalist, and a prisoner of war. From the waning days of the 20th century's final great war to the fraught fields of Afghanistan to the otherworldly secrets hidden amid Nevada's dusty neverlands--the truth that is out there will propel each of them into a labyrinth of otherworldly technology and the competing aims of those who might seek to prevent--or harness--these beings of unfathomable power. Because, as it turns out, we are not the only ones who can invent and build...and destroy.
Featuring actual events and other truths drawn from sources within the military and intelligence community, Tom DeLonge and A.J. Hartley offer a tale at once terrifying, fantastical, and perhaps all too real. Though it is, of course, a work of... fiction?",,,,,,,,,,,,
30634387,"Charged (Saints of Denver, #2)",,2016,,eng,,,,,,4.08,11,3,,"Length: 10 hours and 54 minutes
From the New York Timesbestselling author of the Marked Men books comes the second installment in the Saints of Denver series featuring a bad girl and a by the book attorney who could be her salvation...or her ruin.
Avett Walker and Quaid Jackson's worlds have no reason to collide. Ever. Quaid is a high powered criminal attorney as slick as he is handsome. Avett is a pink-haired troublemaker with a bad attitude and a history of picking the wrong men.
When Avett lands in a sea of hot water because of one terrible mistake, the only person who can get her out of it is the insanely sexy lawyer. The last thing on earth she wants to do is rely on the no-nonsense attorney who thinks of her as nothing more than a nuisance. He literally has her fate in his hands. Yet there is something about him that makes her want to convince him to loosen his tie and have a little fun...with her.
Quaid never takes on clients like the impulsive young woman with a Technicolor dye job. She could stand to learn a hard lesson or two, but something about her guileless hazel eyes intrigues him. Still, he's determined to keep their relationship strictly business. But doing so is becoming more impossible with each day he spends with her.
As they work side-by-side, they'll have to figure out a way to get along and keep their hands off each other--because the chemistry between them is beyond charged.",,,,,,,,,,,,
28146028,Siege: A Borrowed Magic Novella,,2016,,eng,,,,,,4.24,37,9,,"For six years, peace has reigned over the kingdom of Tredare. Lord Kern, the dark mage who murdered the king and queen eight years prior, is imprisoned in a magical tomb.
Or so everyone thought - until one night when Kern appears during a ball at the royal castle, and life in Tredare changes for the worst.
Especially for innocent Maren.
Unbeknown to her, Maren's father has a past history with Kern, and now she's crossed Kern's path, getting in the way of something he wants. Angry and boiling with dark magic, Kern vows to destroy those who dare defy him - including Maren who protects the current King and Queen.
Despite Maren's best efforts, Kern lays siege to Tredare for three years. Years Maren spends plotting revenge on the man who's determined to ruin Tredare.",,,,,,,,,,,,
7311903,Teatro Grottesco,,2006,,eng,,,,,,4.09,13,2,,"Thomas Ligotti is often cited as the most curious and remarkable figure in horror literature since H. P. Lovecraft. His work is noted by critics for its display of an exceptionally grotesque imagination and accomplished prose style. In his stories, Ligotti has followed a literary tradition that began with Edgar Allan Poe, portraying characters that are outside of anything that might be called normal life, depicting strange locales far off the beaten track, and rendering a grim vision of human existence as a perpetual nightmare. The horror stories collected in Teatro Grottescofeature tormented individuals who play out their doom in various odd little towns, as well as in dark sectors frequented by sinister and often blackly comical eccentrics. The cycle of narratives introduce readers to a freakish community of artists who encounter demonic perils that ultimately engulf their lives.",,,,,,,,,,,,
31927208,Teaching the Twink: A First Time Yaoi Romance,,,,eng,,,,,,3.80,150,40,,"Sweet, innocent Cody doesn't know much about being gay, but he's pretty sure he's a 'top'... whatever that means.
~16,000 words",,,,,,,,,,,,
1243121,"Dead Sexy (Garnet Lacey, #2)",,2007,0755336569,eng,,,,,,3.78,10,3,,"Between love spells gone wrong and sharing her body with Lilith, pleading innocence might not be so easy for Garnet Lacey.
She should've known she'd never get away with murder. Especially when the people she unleashed her inner goddess, Lilith, on were Vatican witch hunters. And anyway, it's not like Garnet doesn't have other things to worry about, like not letting her vampire boyfriend know that her vampire ex is stowing his coffin in her basement. So, what with all of that, plus the zombie students popping up everywhere and the seriously gorgeous FBI agent on her trail, Garnet's got plenty on her mind. There's no rest for the wicked...",,,,,,,,,,,,
26100656,"Gabriel (The Severing, #3)",,2015,,eng,,,,,,4.14,1,1,,"A father and son stand united against the forces of hell itself.
Terrance and Alex are thrilled with their new house, and happy to have Terrance's son Gabriel living with them. Everything seems relatively normal what with renovating the house, and Gabriel's high school. Then Gabriel falls in love and all hell breaks loose.
Across the street, a strange old lady watches, endlessly sweeping the sidewalk, and the severed get lost without their spiritual guide. Meanwhile, a father and son with a unique connection to spirits may be the only thing standing between hell and earth.",,,,,,,,,,,,
26100650,Just Desserts (Tales of the Curious Cookbook),,2015,,eng,,,,,,3.91,32,17,,"Boone Walton has tried hard to create some distance between himself and his past. He's invested in his new life, his New Orleans art gallery, and his friendship with Scott Wren. Things finally seem to be settling down to normal, and Boone couldn't be happier.
Chef Scott Wren wants much more than normal with Boone. He wants to raise things to the next level, but Boone is terrified--and not because of the ghost in Scott's apartment or Scott's relatives. No, Boone's past is about to pay him a visit, and the only thing that can get between Boone, Scott, and a hinky recipe for chocolate mousse found in a curious cookbook is the river of pain Boone had to swim across to get to this side of The Big Easy. There's a secret behind the ingredients, though--one that might reveal the trust and love that have been missing from Boone's life.",,,,,,,,,,,,
8047532,Wordjazz for Stevie: How a Profoundly Handicapped Girl Gave Her Father the Gifts of Pain and Love,,2010,9881774276,eng,,,,,,5.00,8,4,,"How could a girl born with a genetic defect - who later suffered brain damage leaving her blind, epileptic and physically handicapped, and who lived only eight years - change the world? Wordjazz for Stevie is a letter written to Stevie by her father after she had died to try to explain to her (and the world) the meaning of her life. This is a book that everyone should read. It could change your life too.",,,,,,,,,,,,
29075451,Lovers and Newcomers,,2016,1468302655,eng,,,,,,3.41,23,7,,"Rosie Thomas, beloved by readers for her brilliantly realized characters and twisting, page-turning plots, turns her ""sharp nib"" (Washington Post Book World) to a group of older friends in this evocative story of camaraderie and its challenges.
Miranda Meadowe decides a lonely widowhood in her crumbling country house is not for her. Reviving a university dream, she invites five of her oldest friends to come and join her to live, and to stave off the prospect of old age. All have their own reasons for accepting.
To begin with, the omens are good. They laugh, dance, drink and behave badly, as they cling to the heritage they thought was theirs for ever: power, health, stability. They are the baby boomers; the world is theirs to change.
But as old attractions resurface alongside new tensions, they discover that the clock can't be put back. When building work reveals an Iron Age burial site of a tribal queen, the outside world descends on their idyllic retreat, and the isolation of the group is breached. The past is revealed - and the future that beckons is very different from the one they imagined.",,,,,,,,,,,,
6989972,The Complaints,,2010,1409103595,eng,,,,,,3.84,119,21,,"Nobody likes The Complaints - they're the cops who investigate other cops. It's where Malcolm Fox works. He's just had a result, and should be feeling good about himself. But he's a man with problems of his own. In the midst of an aggressive Edinburgh winter, the reluctant Fox is given a new task - investigate Jamie Breck.",,,,,,,,,,,,
2271665,The Sheep Look Up,,1972,0060105585,eng,,,,,,3.98,28,8,,"The Sheep Look Up is a sf novel by British author John Brunner, 1st published in '72. The novel's setting is decidedly dystopian, the book dealing with the deterioration of the environment in the USA. It was nominated for the Nebula Award for Best Novel in '72. The title of the novel is a quotation from the poem Lycidas by John Milton.
With the rise of a corporation-sponsored government, pollution levels in cities have reached extreme levels & public health has deteriorated. Continuing the style used in Stand on Zanzibar, there's a multi-strand narrative & many characters in never meet each other; some characters appear in one vignette only. Similarly, instead of chapters, the book is broken up into sections which range from 30 words to several pages. The character of Austin Train in The Sheep Look Up serves a similar purpose to Xavier Conroy in The Jagged Orbit or to Chad Mulligan in Stand on Zanzibar: He's an academic who, despite predicting & interpreting social change, has become disillusioned by society's failure to listen. This character is used both to drive the plot & to explain back-story.
Despite being nominated for a Nebula Award, the book fell out of print in the 90s, only later being republished. The new edition contains a foreword by David Brin & an afterword by environmentalist & social change theorist James John Bell. Brin places the book in the context of Brunner's time & other writings. In the afterword, Bell treats the book almost as prophecy, drawing parallels between events in the book & subsequent real world developments: ""His words have a kind of Gnostic power embedded in them that gives his characters passage into our world"". A couple specific examples are that ""Brunner's puppet of a president, affectionately called Prexy, is a dead ringer for our Dubya & that sabotage done by the Earth Liberation Front is pulled directly from the pages of the novel. Writer Wm Gibson made a similar remark in a '07 interview: ""No one except possibly the late John Brunner, in his brilliant novel The Sheep Look Up, has ever described anything in science fiction that is remotely like the reality of 2007 as we know it.""",,,,,,,,,,,,
19219104,"MURDERED (Click Your Poison, #2)",,2013,,eng,,,,,,3.67,61,20,,"3 Unique Storylines. Over 50 Possible Endings. Just one question... Could YOU Solve a Murder?
MURDERED is a mystery novel unlike any other -- YOU are the main character. Follow clues, interrogate suspects, and piece together the puzzle before the killer gets away! It's up to you to solve the case in this action-packed, dark and humorous thriller. Each link represents a choice, and the story evolves based on your decisions.
You're in a dark alley, a lost tourist in Brazil, when you stumble across a woman's body and a revolver atop a grisly note which reads, ""PICK ME UP."" That's when you realize you're not alone....
What starts as an exotic vacation ends up as the opportunity of a lifetime when you inadvertently witness a man fleeing the scene of a murder. Work side-by-side with US Diplomatic Security agents (DSS) and Brazilian Police Officers inside the lawless slums of Rio de Janeiro -- but choose wisely, no one is who they truly seem to be.
Get MURDERED!",,,,,,,,,,,,
233706,The Garden State,,1989,0679725156,eng,,,,,,3.62,19,3,,"Suburban northern New Jersey, in the vicinity of Rte. 4, is the setting for many of the amusingly perceptive vignettes in this first collection of eight stories.",,,,,,,,,,,,
